Id,Label,occ_field,weighted_avg_income,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,modularity_class,stat_inf_class,eigencentrality
5160,Bank Tellers,Office and Administrative Support,25632.789947,70,76,146,424273.4,313690.73,737964.13,3,0.54272,0.582409,287.320534,0.054754,0.050257,0.002585,0,0,9,60,0.36471
5510,Couriers and Messengers,Office and Administrative Support,35433.99242,118,114,232,1287427.24,868100.46,2155527.7,3,0.570164,0.625277,1578.989696,0.075448,0.067736,0.004365,0,0,9,178,0.518198
5520,Dispatchers,Office and Administrative Support,43904.631332,67,69,136,507227.67,389557.05,896784.72,3,0.533097,0.571693,404.735548,0.049623,0.043834,0.002575,0,0,9,73,0.328437
5540,Postal Service Clerks,Office and Administrative Support,51191.118313,19,20,39,182829.07,135682.43,318511.5,3,0.479787,0.500739,16.574821,0.016338,0.014163,0.000966,0,0,4,42,0.102911
6120,Forest and Conservation Workers,"Farming, Fisheries, and Forestry",38221.196689,16,23,39,73983.05,52528.05,126511.1,3,0.493976,0.512934,25.392133,0.015824,0.015911,0.000798,0,0,9,121,0.091737
6260,Construction Laborers,Construction,28394.2721,203,223,426,4337954.27,3263143.53,7601097.8,3,0.662261,0.746489,4429.140056,0.119132,0.127971,0.007199,0,0,9,70,0.837487
6320,"Construction equipment operators except paving, surfacing, and tamping equipment operators",Construction,43656.274437,77,85,162,888369.16,881686.23,1770055.39,3,0.545345,0.59054,355.254461,0.0571,0.057347,0.00268,0,0,9,51,0.374508
6660,Construction and Building Inspectors,Construction,49002.760969,59,49,108,316142.44,237383.73,553526.17,3,0.517796,0.547672,156.294665,0.043687,0.033272,0.002242,0,0,7,8,0.296757
7000,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",60065.138319,61,76,137,236781.1,255612.1,492393.2,3,0.543373,0.582779,265.552011,0.045822,0.054416,0.002241,0,0,6,34,0.2973
7020,Radio and Telecommunications Equipment Installers and Repairers,"Installation, Maintenance, and Repair",50161.314835,77,76,153,547599.42,457819.11,1005418.53,3,0.54272,0.582409,440.594285,0.054417,0.052001,0.002801,0,0,6,173,0.362011
7130,Security and Fire Alarm Systems Installers,"Installation, Maintenance, and Repair",45332.57527,43,43,86,263176.81,160912.61,424089.42,3,0.513667,0.54065,66.275154,0.03487,0.031056,0.001662,0,0,6,146,0.236048
7220,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,"Installation, Maintenance, and Repair",48014.922134,89,80,169,719480.1,639514.36,1358994.46,3,0.546005,0.587214,471.406565,0.06258,0.054237,0.003149,0,0,6,69,0.416592
7340,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",42225.75124,132,136,268,1534018.06,1424417.74,2958435.8,3,0.585714,0.649298,1204.008062,0.087394,0.090386,0.004614,0,0,6,32,0.59881
8620,Water Wastewater Treatment Plant and System Operators,Production,53185.678453,64,64,128,272465.83,282010.52,554476.35,3,0.526254,0.563932,188.865095,0.045388,0.036016,0.002316,0,0,9,135,0.308794
8640,"Chemical Processing Machine Setters, Operators, and Tenders",Production,49391.129012,51,48,99,177378.83,185369.86,362748.69,3,0.520785,0.54878,158.934917,0.035009,0.031987,0.002039,0,0,9,125,0.240583
8650,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",Production,40087.473119,72,74,146,390035.25,297250.09,687285.34,3,0.538186,0.578344,294.21554,0.052462,0.046788,0.002557,0,0,9,172,0.34321
8740,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,47758.848891,167,193,360,1468820.07,1830166.76,3298986.83,3,0.634318,0.71323,3949.335232,0.097673,0.11025,0.006083,0,0,9,165,0.68347
8965,Other production workers including semiconductor processors and cooling and freezing equipment operators,Production,37927.870294,169,199,368,2113270.04,1556943.24,3670213.28,2,0.641536,0.720621,3736.945793,0.103547,0.112759,0.006014,0,0,9,82,0.719202
9600,Industrial Truck and Tractor Operators,Transportation and Material Moving,33070.489314,123,144,267,1798227.92,1462048.31,3260276.23,3,0.591864,0.658167,1178.692431,0.084624,0.08883,0.004305,0,0,9,180,0.578659
9620,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,27017.339956,256,273,529,6246122.38,5062962,11309084.38,2,0.717011,0.802661,8983.17926,0.133629,0.147758,0.009676,0,0,9,35,0.954823
9750,"Material moving workers, nec",Transportation and Material Moving,41001.493832,53,54,107,294661.7,176330.92,470992.62,3,0.52381,0.555063,116.549479,0.042831,0.040355,0.0019,0,0,9,99,0.271289
150,Purchasing Managers,"Management in Business, Science, and Arts",82828.236577,35,43,78,294207.15,269567.14,563774.29,3,0.513667,0.54065,68.762391,0.025578,0.030505,0.00142,0,0,9,85,0.157915
300,Architectural and Engineering Managers,"Management in Business, Science, and Arts",132028.531313,33,33,66,235033.01,264299.52,499332.53,3,0.491285,0.518477,71.611738,0.02387,0.019945,0.001658,0,0,0,44,0.153563
540,"Claims Adjusters, Appraisers, Examiners, and Investigators",Business Operations Specialists,59987.338519,69,53,122,414338.74,326944,741282.74,3,0.520785,0.552476,181.334287,0.048528,0.036259,0.002743,0,0,0,116,0.334808
820,Budget Analysts,Financial Specialists,88934.533771,14,14,28,64058.17,62552.02,126610.19,3,0.411872,0.439024,15.222458,0.008516,0.006449,0.000942,0,0,0,2,0.042981
1010,Computer Programmers,Computer and Mathematical,73498.328657,82,79,161,819996.23,711963.81,1531960.04,3,0.544029,0.585366,373.326559,0.057162,0.054712,0.003144,0,0,2,37,0.395336
1440,Marine Engineers and Naval Architects,Architecture and Engineering,84002.577705,14,11,25,75882.55,30384.06,106266.61,3,0.454179,0.474501,16.145469,0.008166,0.006522,0.00086,0,0,2,155,0.051644
1800,Economists and market researchers,"Life, Physical, and Social Science",103458.444549,34,30,64,95368.71,83275.3,178644.01,3,0.504474,0.525129,104.833964,0.022231,0.023591,0.001754,0,0,0,90,0.153869
1830,Urban and Regional Planners,"Life, Physical, and Social Science",75737.79423,12,9,21,96133.13,37983.81,134116.94,3,0.444773,0.465262,3.208534,0.009754,0.006146,0.00072,0,0,5,25,0.056139
1840,"Social Scientists, nec","Life, Physical, and Social Science",65455.830288,31,25,56,71912.82,68683.42,140596.24,3,0.471757,0.498522,41.547217,0.022365,0.014983,0.001413,0,0,5,105,0.150174
2000,Counselors,Community and Social Services,43538.277569,93,96,189,729460.91,681064.39,1410525.3,3,0.557478,0.605322,742.516479,0.064754,0.062009,0.00358,0,0,5,39,0.445315
2010,Social Workers,Community and Social Services,47320.535454,93,97,190,679580.66,625972.17,1305552.83,3,0.55886,0.6068,884.467637,0.060109,0.062489,0.003728,0,0,5,42,0.418799
2020,"Community and Social Service Specialists, nec",Community and Social Services,43610.453558,41,35,76,178092.28,147396.65,325488.93,3,0.502227,0.527347,84.845836,0.027952,0.022037,0.001673,0,0,5,74,0.180646
2050,"Directors, Religious Activities and Education",Community and Social Services,45192.941434,17,12,29,96664.86,74797.24,171462.1,3,0.460204,0.480044,4.376775,0.012648,0.009175,0.000907,0,0,5,117,0.078716
2150,"Legal Support Workers, nec",Legal,64552.247045,37,31,68,165885.25,116132.33,282017.58,3,0.502227,0.52439,60.453329,0.028802,0.020768,0.001584,0,0,0,45,0.179967
2550,"Education, Training, and Library Workers, nec","Education, Training, and Library",57445.739324,34,25,59,186038.58,159885.27,345923.85,3,0.487568,0.509978,58.551766,0.024974,0.016236,0.001495,0,0,2,148,0.168134
2630,Designers,"Arts, Design, Entertainment, Sports, and Media",52488.832265,101,111,212,920976.05,1015025.71,1936001.76,3,0.565872,0.620843,999.681681,0.071644,0.072433,0.003844,0,0,5,17,0.500949
2720,"Athletes, Coaches, Umpires, and Related Workers","Arts, Design, Entertainment, Sports, and Media",43763.700144,87,80,167,771706.96,557522.05,1329229.01,3,0.546005,0.587214,389.82546,0.062099,0.058291,0.003485,0,0,5,48,0.430514
2810,"Editors, News Analysts, Reporters, and Correspondents","Arts, Design, Entertainment, Sports, and Media",54641.118355,58,47,105,325439.07,358901.7,684340.77,3,0.5125,0.542868,182.620426,0.034939,0.028204,0.002407,0,0,5,75,0.242888
2900,"Broadcast and Sound Engineering Technicians and Radio Operators, and media and communication equipment workers, all other","Arts, Design, Entertainment, Sports, and Media",46731.261245,48,50,98,296041.17,250811.3,546852.47,3,0.524419,0.552476,128.418833,0.034345,0.036078,0.001926,0,0,5,47,0.225957
3730,"Supervisors, Protective Service Workers, All Other",Protective Service,58426.187458,27,32,59,253663.12,195405.44,449068.56,3,0.508455,0.529194,69.341123,0.021244,0.024527,0.00116,0,0,3,163,0.126955
4060,"Counter Attendant, Cafeteria, Food Concession, and Coffee Shop",Food Preparation and Serving,10771.919103,49,61,110,465374.16,304052.41,769426.57,3,0.532468,0.56541,106.877281,0.044086,0.045971,0.001817,0,0,9,50,0.293827
4320,First-Line Supervisors of Personal Service Workers,Personal Care and Service,34823.694764,36,28,64,240333.88,109103.72,349437.6,3,0.500555,0.521064,44.547256,0.028753,0.020593,0.001511,0,0,0,86,0.178674
4540,Tour and Travel Guides,Personal Care and Service,22829.575074,30,50,80,115516.01,168748.62,284264.63,3,0.524419,0.552476,90.137785,0.024245,0.033278,0.001364,0,0,9,53,0.150591
4640,Residential Advisors,Personal Care and Service,38307.255691,29,35,64,84682,110540.62,195222.62,3,0.502227,0.527347,51.389969,0.019959,0.021532,0.001339,0,0,9,54,0.126385
4740,Counter and Rental Clerks,Sales and Related,35432.916623,68,60,128,399676.25,296458.99,696135.24,3,0.529965,0.563193,154.637655,0.054395,0.045979,0.00237,0,0,1,52,0.35412
4930,Sales Engineers,Sales and Related,104854.531633,18,25,43,108727.64,83040.49,191768.13,3,0.493976,0.514412,7.420293,0.01764,0.017984,0.000861,0,0,1,56,0.111868
4965,"Sales and Related Workers, All Other",Sales and Related,44217.186307,90,98,188,996717.36,647815.66,1644533.02,3,0.560248,0.608278,674.888782,0.065496,0.067027,0.003349,0,0,1,41,0.45272
5110,Billing and Posting Clerks,Office and Administrative Support,45999.213378,49,50,99,230356.5,199004.79,429361.29,3,0.521991,0.550998,136.93921,0.038818,0.034192,0.001893,0,0,9,115,0.260104
5165,"Financial Clerks, nec",Office and Administrative Support,73103.728766,27,21,48,92442.7,92666.01,185108.71,3,0.473739,0.497044,24.651669,0.019342,0.012339,0.001162,0,0,9,110,0.126882
5300,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,23025.648817,64,53,117,277759.67,198132,475891.67,3,0.526254,0.555802,394.615114,0.04624,0.03607,0.002763,0,0,9,107,0.314411
5350,Correspondent clerks and order clerks,Office and Administrative Support,34693.0952,54,56,110,283526.07,218372.44,501898.51,3,0.525029,0.55728,185.202766,0.038618,0.038621,0.002224,0,0,9,55,0.260623
5410,Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support,39391.407446,56,65,121,289666.14,200611.28,490277.42,3,0.528722,0.566149,276.08155,0.040634,0.041983,0.002204,0,0,9,61,0.271529
5560,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Office and Administrative Support,51332.66473,24,12,36,157085.52,81402.03,238487.55,3,0.474238,0.490761,8.442579,0.020046,0.011063,0.001086,0,0,4,143,0.123515
5610,"Shipping, Receiving, and Traffic Clerks",Office and Administrative Support,32418.664485,122,134,256,1401825.89,1255846.05,2657671.94,2,0.58724,0.648559,1532.108593,0.079385,0.08719,0.004616,0,0,9,160,0.551015
5700,Secretaries and Administrative Assistants,Office and Administrative Support,45804.980185,89,71,160,558239.58,482960.13,1041199.71,3,0.536266,0.575018,302.552724,0.064393,0.046884,0.00336,0,0,9,44,0.442226
5810,Data Entry Keyers,Office and Administrative Support,33101.782832,82,66,148,442917.52,309247.98,752165.5,3,0.534994,0.570584,304.119757,0.060389,0.046409,0.002957,0,0,9,175,0.402892
5840,Insurance Claims and Policy Processing Clerks,Office and Administrative Support,45335.980232,50,28,78,239056.84,131401.44,370458.28,3,0.503911,0.523282,90.870479,0.038562,0.021429,0.002028,0,0,9,87,0.262642
6740,Rail-Track Laying and Maintenance Equipment Operators,Construction,54137.333259,14,16,30,59135.55,49570.11,108705.66,3,0.48081,0.498522,3.400995,0.010844,0.012391,0.00074,0,0,7,36,0.063755
7240,Small Engine Mechanics,"Installation, Maintenance, and Repair",29303.302141,42,43,85,229591.18,146552.41,376143.59,3,0.5125,0.539911,44.516139,0.03345,0.031118,0.001559,0,0,6,98,0.218115
7260,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers, nec","Installation, Maintenance, and Repair",27161.946499,63,71,134,417310.76,332135.54,749446.3,3,0.538186,0.576127,170.397516,0.050117,0.051967,0.002197,0,0,6,76,0.322501
7630,"Other Installation, Maintenance, and Repair Workers Including Wind Turbine Service Technicians, and Commercial Divers, and Signal and Track Switch Repairers","Installation, Maintenance, and Repair",35969.140667,98,101,199,752121.12,576520.11,1328641.23,3,0.559553,0.610126,533.179575,0.071418,0.06636,0.003451,0,0,6,67,0.484545
7855,"Food Processing, nec",Production,43278.740039,56,46,102,314670.55,219027.55,533698.1,3,0.509029,0.539911,99.923774,0.040134,0.026971,0.002028,0,0,9,78,0.265362
8140,"Welding, Soldering, and Brazing Workers",Production,39760.327696,155,154,309,1543275.36,1703196.61,3246471.97,3,0.598143,0.668514,2619.186991,0.091339,0.087059,0.005677,0,0,9,68,0.628803
8230,"Bookbinders, Printing Machine Operators, and Job Printers",Production,37308.856684,91,111,202,619119.59,529444.1,1148563.69,3,0.565872,0.620843,815.458995,0.059502,0.064662,0.003275,0,0,9,65,0.398612
4210,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Building and Grounds Cleaning and Maintenance,31730.454869,57,57,114,507597.36,366540.9,874138.26,3,0.528103,0.559867,114.332705,0.045044,0.04789,0.002045,0,0,0,137,0.296437
6765,"Construction workers, nec",Construction,31218.353312,62,55,117,377910.89,303760.96,681671.85,3,0.52381,0.555802,180.759953,0.047286,0.03708,0.0022,0,0,7,36,0.315221
7315,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Installation, Maintenance, and Repair",42574.736655,106,101,207,1273344.63,1005442.48,2278787.11,3,0.55886,0.609756,734.676387,0.071604,0.069378,0.003831,0,0,6,140,0.485373
8220,"Metal workers and plastic workers, nec",Production,39567.178032,119,127,246,1048833.41,978327.61,2027161.02,3,0.577465,0.638581,1304.783482,0.077056,0.075115,0.004124,0,0,9,129,0.521524
9410,Transportation Inspectors,Transportation and Material Moving,60840.273899,19,24,43,121559.7,71225.61,192785.31,3,0.493976,0.513673,15.288894,0.016617,0.017805,0.000926,0,0,9,51,0.106995
1610,Biological Scientists,"Life, Physical, and Social Science",69521.878842,28,29,57,159123.14,137677.83,296800.97,3,0.49615,0.518847,133.871719,0.014108,0.018464,0.001499,0,0,2,23,0.083311
3600,"Nursing, Psychiatric, and Home Health Aides",Healthcare Support,27989.207524,86,75,161,823133.48,525653.67,1348787.15,3,0.544029,0.582409,801.6511,0.061985,0.055311,0.003432,0,0,8,161,0.421457
4240,Pest Control Workers,Building and Grounds Cleaning and Maintenance,36916.868944,45,46,91,466403.17,245945.84,712349.01,3,0.519585,0.546563,85.404879,0.035909,0.038143,0.001711,0,0,9,83,0.236842
4460,Funeral Service Workers and Embalmers,Personal Care and Service,34939.440147,26,20,46,134280.19,79971.75,214251.94,3,0.446977,0.47524,34.292094,0.016481,0.010218,0.001307,0,0,9,53,0.10989
7200,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",34184.174978,155,153,308,2321045.94,2421599.75,4742645.69,3,0.598938,0.668145,1849.225561,0.09684,0.094735,0.005404,0,0,6,111,0.662485
560,"Compliance Officers, Except Agriculture",Business Operations Specialists,71967.319885,66,53,119,385590.72,326256.38,711847.1,3,0.523202,0.553954,288.984925,0.045254,0.031767,0.002695,0,0,0,116,0.307549
830,Credit Analysts,Financial Specialists,76030.684887,13,7,20,24982.7,8113.6,33096.3,4,0.37963,0.400037,5.989619,0.007953,0.002422,0.000864,0,0,0,2,0.047895
860,Insurance Underwriters,Financial Specialists,87796.734516,21,24,45,123835.8,99747.48,223583.28,3,0.466391,0.493718,39.178308,0.01481,0.011863,0.001152,0,0,0,2,0.103013
900,Financial Examiners,Financial Specialists,101183.450869,10,9,19,18630.05,14233.74,32863.79,3,0.388793,0.411308,2.435829,0.005654,0.003519,0.000719,0,0,0,2,0.029367
2760,"Entertainers and Performers, Sports and Related Workers, All Other","Arts, Design, Entertainment, Sports, and Media",22677.993827,30,30,60,177072.19,113125.16,290197.35,3,0.502787,0.524021,23.092454,0.025812,0.022987,0.001354,0,0,5,9,0.170803
3040,Optometrists,Healthcare Practitioners and Technicians,102623.489468,14,7,21,72608.23,67019.56,139627.79,4,0.363417,0.380266,23.532668,0.007393,0.003002,0.001816,0,0,2,72,0.054438
3120,Podiatrists,Healthcare Practitioners and Technicians,135264.231855,10,4,14,34466.22,14679.44,49145.66,4,0.331618,0.341094,4.009166,0.006121,0.001472,0.001173,0,0,2,72,0.049825
4230,Maids and Housekeeping Cleaners,Building and Grounds Cleaning and Maintenance,22336.400381,66,67,133,836078.15,432091.43,1268169.58,3,0.535629,0.571693,193.766956,0.052794,0.049733,0.002329,0,0,9,107,0.34392
4600,Childcare Workers,Personal Care and Service,26989.203709,66,55,121,454300.78,256985.42,711286.2,3,0.524419,0.556171,237.577082,0.047633,0.038862,0.002598,0,0,9,83,0.315486
5150,Procurement Clerks,Office and Administrative Support,71520.639395,12,16,28,46341.95,41867.76,88209.71,3,0.484425,0.501109,10.330154,0.008359,0.012699,0.000759,0,0,9,113,0.060746
5340,New Account Clerks,Office and Administrative Support,50702.625504,12,3,15,32508.54,12570.53,45079.07,3,0.406306,0.425351,1.046547,0.007529,0.002442,0.000717,0,0,9,110,0.043122
7140,Aircraft Mechanics and Service Technicians,"Installation, Maintenance, and Repair",57256.842738,50,66,116,454058.68,368899.04,822957.72,3,0.534994,0.570584,170.631509,0.03887,0.046578,0.001894,0,0,6,29,0.253435
8800,Packaging and Filling Machine Operators and Tenders,Production,29456.710157,106,87,193,754466.8,458076.09,1212542.89,3,0.54733,0.593126,645.296688,0.070507,0.05789,0.003714,0,0,9,179,0.468331
5310,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,34246.916577,63,64,127,214665.04,216434.78,431099.82,3,0.53436,0.568736,230.986438,0.043377,0.04257,0.002463,0,0,9,104,0.297614
5360,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,50296.58251,21,19,40,71671.74,60084.5,131756.24,3,0.470772,0.493348,30.93069,0.015738,0.01197,0.001019,0,0,9,79,0.08638
6530,Structural Iron and Steel Workers,Construction,42444.777611,49,49,98,323673.15,219203.11,542876.26,3,0.516018,0.546563,101.934326,0.038495,0.034537,0.001798,0,0,7,88,0.245136
2330,Special Education Teachers,"Education, Training, and Library",49009.591192,33,16,49,169648.34,120229.47,289877.81,3,0.46447,0.486327,16.67731,0.028352,0.010749,0.001381,0,0,2,114,0.190448
4130,"Food preparation and serving related workers, nec",Food Preparation and Serving,14257.354738,101,125,226,1265360.87,834836.87,2100197.74,3,0.578947,0.637842,599.318176,0.073326,0.082491,0.003396,0,0,9,43,0.487107
4610,Personal Care Aides,Personal Care and Service,25536.003584,90,87,177,821279.71,609894.16,1431173.87,3,0.552696,0.596083,953.244569,0.062168,0.058254,0.003651,0,0,9,159,0.436476
6130,Logging Workers,"Farming, Fisheries, and Forestry",25181.767457,45,43,88,304460.98,218736.09,523197.07,3,0.510759,0.538803,128.751982,0.036172,0.028501,0.00165,0,0,9,76,0.220728
6730,Highway Maintenance Workers,Construction,40966.63752,51,56,107,362376.85,260448.74,622825.59,3,0.527485,0.558758,161.261498,0.037588,0.041607,0.00205,0,0,7,185,0.246374
7750,"Assemblers and Fabricators, nec",Production,34198.040963,179,195,374,2561427.51,2271236.1,4832663.61,2,0.637907,0.716186,4426.997498,0.102553,0.109764,0.006521,0,0,9,169,0.717928
8040,"Metal Furnace Operators, Tenders, Pourers, and Casters",Production,45015.660529,37,29,66,123680.35,68158.34,191838.69,3,0.477754,0.505913,33.100281,0.026486,0.018004,0.001464,0,0,9,194,0.171252
8060,"Model Makers and Patternmakers, Metal and Plastic",Production,46351.230739,8,5,13,10792.59,6329.12,17121.71,4,0.40376,0.424612,7.101549,0.004603,0.002783,0.000731,0,0,9,90,0.031623
9350,Parking Lot Attendants,Transportation and Material Moving,22007.066959,51,48,99,373022.9,261267.25,634290.15,3,0.519585,0.548041,86.481521,0.041933,0.038321,0.001915,0,0,9,92,0.273291
9510,Crane and Tower Operators,Transportation and Material Moving,55524.195565,32,32,64,239006.93,158916.67,397923.6,3,0.5,0.523651,32.476385,0.024905,0.025261,0.001309,0,0,9,175,0.152382
9640,"Packers and Packagers, Hand",Transportation and Material Moving,23874.98295,120,94,214,1383045.75,873756.94,2256802.69,3,0.555419,0.602735,625.305809,0.082506,0.065421,0.004116,0,0,9,166,0.568406
3650,"Medical Assistants and Other Healthcare Support Occupations, nec",Healthcare Support,35340.738353,82,83,165,544535.87,598803.48,1143339.35,3,0.547995,0.59054,759.148007,0.05988,0.055791,0.003334,0,0,8,73,0.404146
4200,First-Line Supervisors of Housekeeping and Janitorial Workers,Building and Grounds Cleaning and Maintenance,39908.781384,54,54,108,414607.68,407205.64,821813.32,3,0.526254,0.556541,90.254889,0.04467,0.042395,0.001906,0,0,0,182,0.281918
4830,Travel Agents,Sales and Related,43982.901371,22,17,39,100748.31,52955.52,153703.83,3,0.479277,0.498152,9.354534,0.017619,0.013561,0.000981,0,0,1,56,0.111668
5910,Proofreaders and Copy Markers,Office and Administrative Support,24309.853652,9,4,13,14232.06,5622.87,19854.93,3,0.407407,0.427199,1.476872,0.005928,0.002513,0.000643,0,0,9,85,0.044292
6050,"Agricultural workers, nec","Farming, Fisheries, and Forestry",23702.178526,102,158,260,1305672.07,1288327.67,2593999.74,3,0.604558,0.674427,1036.323972,0.074717,0.094967,0.003457,0,0,9,101,0.4973
1520,"Petroleum, mining and geological engineers, including mining safety engineers",Architecture and Engineering,108252.654072,26,20,46,133051.57,87804.03,220855.6,3,0.484946,0.504435,21.957118,0.019202,0.012474,0.001207,0,0,2,102,0.112395
4750,Parts Salespersons,Sales and Related,37410.228347,59,68,127,464075.18,458378.44,922453.62,3,0.533728,0.571323,185.32393,0.048473,0.048677,0.002138,0,0,1,34,0.319392
5260,File Clerks,Office and Administrative Support,28121.83471,68,73,141,273634.72,236840.35,510475.07,3,0.534994,0.575758,324.852956,0.047197,0.046584,0.002587,0,0,9,150,0.314093
7350,"Maintenance Workers, Machinery","Installation, Maintenance, and Repair",42969.692567,39,34,73,147169,108152.11,255321.11,3,0.509605,0.531412,28.36144,0.03132,0.027402,0.001525,0,0,6,188,0.206915
7420,Telecommunications Line Installers and Repairers,"Installation, Maintenance, and Repair",49554.662615,77,81,158,624487.75,573653.05,1198140.8,3,0.544686,0.587214,338.165992,0.058508,0.053768,0.002842,0,0,6,152,0.392609
7720,"Electrical, Electronics, and Electromechanical Assemblers",Production,31839.799341,76,76,152,403690.09,281284.52,684974.61,3,0.539474,0.580562,445.95892,0.052689,0.051228,0.002714,0,0,9,187,0.341438
8030,Machinists,Production,43936.190917,113,125,238,981336.53,873615.78,1854952.31,3,0.578947,0.637842,1215.880374,0.070936,0.072756,0.004024,0,0,9,190,0.484768
8540,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Production,27516.091696,31,40,71,92194.57,97170.3,189364.87,3,0.507883,0.534738,80.319727,0.024568,0.026923,0.001234,0,0,9,192,0.143976
9030,Aircraft Pilots and Flight Engineers,Transportation and Material Moving,116117.790001,26,27,53,327352.58,221018.37,548370.95,3,0.496696,0.517738,47.539669,0.018508,0.017064,0.001253,0,0,2,74,0.114394
9040,Air Traffic Controllers and Airfield Operations Specialists,Transportation and Material Moving,109617.7355,16,10,26,74113.25,83676.69,157789.94,3,0.446093,0.46711,4.54424,0.013565,0.006374,0.000784,0,0,2,74,0.08269
9150,"Motor Vehicle Operators, All Other",Transportation and Material Moving,23916.819608,40,26,66,370503.88,211967.07,582470.95,3,0.492358,0.514043,42.476161,0.031684,0.018548,0.001558,0,0,9,115,0.210778
1310,"Surveyors, Cartographers, and Photogrammetrists",Architecture and Engineering,54165.753859,17,21,38,55248.82,72548.66,127797.48,3,0.498894,0.514782,8.603216,0.016006,0.017303,0.000856,0,0,9,25,0.099065
1720,Chemists and Materials Scientists,"Life, Physical, and Social Science",78915.208902,29,28,57,168215.48,167982.8,336198.28,3,0.503348,0.522912,141.497544,0.017447,0.017643,0.001507,0,0,2,128,0.113076
1900,Agricultural and Food Science Technicians,"Life, Physical, and Social Science",51927.507826,24,9,33,74942.47,54562.37,129504.84,3,0.451451,0.470806,17.067103,0.018681,0.006295,0.001154,0,0,2,33,0.117948
3250,Veterinarians,Healthcare Practitioners and Technicians,86117.675302,30,6,36,87315.82,14377.29,101693.11,3,0.388124,0.408352,53.230933,0.023502,0.003059,0.001908,0,0,9,132,0.151042
6005,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Farming, Fisheries, and Forestry",40259.648152,23,24,47,56584.63,53653.51,110238.14,3,0.502787,0.519586,25.928718,0.018354,0.020037,0.001019,0,0,9,141,0.11347
6010,Agricultural Inspectors,"Farming, Fisheries, and Forestry",51671.859423,13,9,22,56534.06,21771.72,78305.78,3,0.453266,0.472284,7.184156,0.01124,0.005265,0.000655,0,0,9,33,0.061405
6040,"Graders and Sorters, Agricultural Products","Farming, Fisheries, and Forestry",25377.75663,23,33,56,118008.46,114504.98,232513.44,3,0.507883,0.529564,37.848651,0.02044,0.024906,0.000991,0,0,9,33,0.124369
6210,Boilermakers,Construction,49811.747979,16,16,32,88123.58,57075.82,145199.4,3,0.475237,0.494457,16.745658,0.011704,0.012512,0.000835,0,0,9,133,0.064454
6250,"Cement Masons, Concrete Finishers, and Terrazzo Workers",Construction,30931.42484,28,40,68,296775.08,219515.2,516290.28,3,0.51484,0.539172,13.591392,0.027236,0.033627,0.00105,0,0,9,78,0.160748
6300,"Paving, Surfacing, and Tamping Equipment Operators",Construction,30123.764606,20,21,41,89226.75,70437.11,159663.86,3,0.485468,0.505543,6.326418,0.016486,0.01741,0.00087,0,0,9,99,0.099391
6440,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",Construction,43087.287512,118,113,231,1437672.77,1568120.07,3005792.84,3,0.566583,0.62269,903.013464,0.081793,0.073746,0.004019,0,0,7,193,0.551142
6515,Roofers,Construction,26757.286237,77,97,174,1020544.9,716067.03,1736611.93,3,0.556104,0.605322,403.859445,0.05658,0.067938,0.00274,0,0,7,170,0.377896
6710,Fence Erectors,Construction,23090.112229,27,31,58,162197.84,135954.54,298152.38,3,0.503348,0.525129,24.221297,0.021325,0.025438,0.001114,0,0,7,137,0.133333
6840,Mining Machine Operators,Extraction,62745.64749,47,50,97,225985.82,205846.55,431832.37,3,0.521387,0.550628,115.89302,0.036036,0.038506,0.001826,0,0,7,187,0.241225
6940,"Extraction workers, nec",Extraction,62368.40564,73,63,136,380505.12,304700.3,685205.42,3,0.529965,0.56541,216.841396,0.055759,0.045422,0.002597,0,0,7,177,0.370852
7150,Automotive Body and Related Repairers,"Installation, Maintenance, and Repair",35393.337363,75,65,140,546647.97,427592.34,974240.31,3,0.528103,0.56578,324.799532,0.051182,0.042061,0.002803,0,0,6,119,0.353484
7810,"Butchers and Other Meat, Poultry, and Fish Processing Workers",Production,29884.931452,99,112,211,857159.17,766432.39,1623591.56,3,0.565872,0.621582,821.651215,0.066093,0.069628,0.003548,0,0,9,189,0.440559
